,match,year,round,round_number,games_loser,games_winner,loser,sets_loser,sets_winner,surface,winner,tourney_name,tourney_order
1346,3,1986,second round,2,12.0,19.0,Nelson,0,3,clay,Smid,frenchopen,2
1769,4,1986,second round,2,13.0,20.0,Perez,0,3,clay,Keretic,frenchopen,2
2127,5,1986,second round,2,14.0,22.0,Aerts,1,3,clay,Gomez,frenchopen,2
2455,6,1986,second round,2,15.0,21.0,Sundstrom,1,3,clay,Carlsson,frenchopen,2
2785,7,1986,second round,2,4.0,18.0,Cahill,0,3,clay,Stenlund,frenchopen,2
3116,8,1986,second round,2,17.0,20.0,Ostoja,1,3,clay,Jarryd,frenchopen,2
3394,9,1986,second round,2,18.0,24.0,Giammalva Jr,1,3,clay,Noah,frenchopen,2
3639,10,1986,second round,2,8.0,18.0,Freeman,0,3,clay,Luna,frenchopen,2
3884,11,1986,second round,2,19.0,25.0,Fitzgerald,1,3,clay,Mattar,frenchopen,2
4124,12,1986,second round,2,14.0,23.0,Srejber,1,3,clay,Kriek,frenchopen,2
4369,13,1986,second round,2,9.0,19.0,Wostenholme,0,3,clay,Vilas,frenchopen,2
4612,14,1986,second round,2,15.0,20.0,Casal,0,3,clay,Gunnarsson,frenchopen,2
4855,15,1986,second round,2,17.0,23.0,Muster,1,3,clay,Forget,frenchopen,2
5098,16,1986,second round,2,13.0,19.0,McNamee,0,3,clay,Jelen,frenchopen,2
5286,17,1986,second round,2,25.0,27.0,Edberg,2,3,clay,Pernfors,frenchopen,2
5440,18,1986,second round,2,9.0,19.0,LopezMaeso,0,3,clay,Seguso,frenchopen,2
5590,19,1986,second round,2,16.0,23.0,Van Den Daele,1,3,clay,Clavet,frenchopen,2
5741,20,1986,second round,2,22.0,22.0,Mecir,2,3,clay,Jaite,frenchopen,2
5894,21,1986,second round,2,7.0,18.0,Schapers,0,3,clay,Sanchez,frenchopen,2
6038,22,1986,second round,2,27.0,26.0,Canter,2,3,clay,Fleurian,frenchopen,2
6187,23,1986,second round,2,11.0,20.0,Duncan,0,3,clay,Teltscher,frenchopen,2
6335,24,1986,second round,2,12.0,24.0,Oresar,1,3,clay,Becker,frenchopen,2
6479,25,1986,second round,2,14.0,23.0,Mansdorf,1,3,clay,Leconte,frenchopen,2
6623,26,1986,second round,2,21.0,28.0,Winogradsky,2,3,clay,Motta,frenchopen,2
6768,27,1986,second round,2,7.0,18.0,Gildemeister,0,3,clay,De la Pena,frenchopen,2
6906,28,1986,second round,2,22.0,21.0,Tulasne,2,3,clay,Panatta,frenchopen,2
7046,29,1986,second round,2,9.0,18.0,Aguilera,0,3,clay,Maciel,frenchopen,2
7188,30,1986,second round,2,9.0,18.0,Yzaga,0,3,clay,Pham,frenchopen,2
7329,31,1986,second round,2,7.0,18.0,Osterthun,0,3,clay,Chesnokov,frenchopen,2
7467,32,1986,second round,2,21.0,26.0,Krickstein,2,3,clay,Wilander,frenchopen,2
359,1,1986,third round,3,4.0,18.0,Miniussi,0,3,clay,Lendl,frenchopen,2
899,2,1986,third round,3,20.0,26.0,Smid,2,3,clay,Keretic,frenchopen,2
1347,3,1986,third round,3,21.0,25.0,Carlsson,1,3,clay,Gomez,frenchopen,2
1770,4,1986,third round,3,9.0,18.0,Jarryd,0,3,clay,Stenlund,frenchopen,2
2128,5,1986,third round,3,19.0,23.0,Luna,1,3,clay,Noah,frenchopen,2
2456,6,1986,third round,3,23.0,23.0,Mattar,2,3,clay,Kriek,frenchopen,2
2786,7,1986,third round,3,15.0,22.0,Gunnarsson,1,3,clay,Vilas,frenchopen,2
3117,8,1986,third round,3,5.0,18.0,Jelen,0,3,clay,Forget,frenchopen,2
3395,9,1986,third round,3,7.0,19.0,Seguso,0,3,clay,Pernfors,frenchopen,2
3640,10,1986,third round,3,4.0,18.0,Clavet,0,3,clay,Jaite,frenchopen,2
3885,11,1986,third round,3,12.0,24.0,Fleurian,1,3,clay,Sanchez,frenchopen,2
4125,12,1986,third round,3,17.0,23.0,Teltscher,1,3,clay,Becker,frenchopen,2
4370,13,1986,third round,3,18.0,23.0,Motta,2,3,clay,Leconte,frenchopen,2
4613,14,1986,third round,3,25.0,27.0,Panatta,2,3,clay,De la Pena,frenchopen,2
4856,15,1986,third round,3,20.0,23.0,Pham,1,3,clay,Maciel,frenchopen,2
5099,16,1986,third round,3,7.0,18.0,Wilander,0,3,clay,Chesnokov,frenchopen,2
355,1,1986,fourth round,4,7.0,18.0,Keretic,0,3,clay,Lendl,frenchopen,2
895,2,1986,fourth round,4,27.0,27.0,Stenlund,2,3,clay,Gomez,frenchopen,2
1767,4,1986,fourth round,4,21.0,27.0,Forget,2,3,clay,Vilas,frenchopen,2
2126,5,1986,fourth round,4,19.0,23.0,Jaite,1,3,clay,Pernfors,frenchopen,2
2454,6,1986,fourth round,4,18.0,26.0,Sanchez,2,3,clay,Becker,frenchopen,2
2784,7,1986,fourth round,4,4.0,18.0,De la Pena,0,3,clay,Leconte,frenchopen,2
3115,8,1986,fourth round,4,12.0,22.0,Maciel,1,3,clay,Chesnokov,frenchopen,2
356,1,1986,quarterfinals,5,13.0,25.0,Andres Gomez,1,3,clay,Ivan Lendl,frenchopen,2
896,2,1986,quarterfinals,5,24.0,24.0,Guillermo Vilas,1,3,clay,Johan Kriek,frenchopen,2
1345,3,1986,quarterfinals,5,12.0,20.0,Boris Becker,1,3,clay,Mikael Pernfors,frenchopen,2
1768,4,1986,quarterfinals,5,10.0,18.0,Andrei Chesnokov,0,3,clay,Henri Leconte,frenchopen,2
358,1,1986,semifinals,6,3.0,18.0,Johan Kriek,0,3,clay,Ivan Lendl,frenchopen,2
898,2,1986,semifinals,6,20.0,22.0,Henri Leconte,1,3,clay,Mikael Pernfors,frenchopen,2
353,1,1986,final,7,9.0,18.0,Mikael Pernfors,0,3,clay,Ivan Lendl,frenchopen,2
361,1,1987,first round,1,20.0,20.0,Agenor,1,3,clay,Lendl,frenchopen,2
900,2,1987,first round,1,14.0,23.0,Warder,1,3,clay,Canter,frenchopen,2
1348,3,1987,first round,1,21.0,22.0,Rostagno,2,3,clay,Tulasne,frenchopen,2
1771,4,1987,first round,1,10.0,19.0,Carlsson,0,3,clay,Gunnarsson,frenchopen,2
2129,5,1987,first round,1,22.0,28.0,Layendecker,2,3,clay,Robertson,frenchopen,2
2457,6,1987,first round,1,13.0,22.0,Kratzmann,1,3,clay,Cahill,frenchopen,2
2787,7,1987,first round,1,18.0,22.0,Seguso,1,3,clay,Vajda,frenchopen,2
3118,8,1987,first round,1,12.0,24.0,Kriek,1,3,clay,Nystrom,frenchopen,2
3396,9,1987,first round,1,7.0,18.0,Stadler,0,3,clay,Gomez,frenchopen,2
3641,10,1987,first round,1,16.0,20.0,Steeb,1,3,clay,Champion,frenchopen,2
3886,11,1987,first round,1,25.0,22.0,Vojtisek,2,3,clay,Mattar,frenchopen,2
4126,12,1987,first round,1,7.0,18.0,Pistolesi,0,3,clay,Berger,frenchopen,2
4371,13,1987,first round,1,5.0,18.0,Cane,0,3,clay,McNamee,frenchopen,2
4614,14,1987,first round,1,19.0,22.0,Zivojinovic,1,3,clay,Sanchez,frenchopen,2
4857,15,1987,first round,1,10.0,22.0,Giammalva Jr,1,3,clay,Purcell,frenchopen,2
5100,16,1987,first round,1,14.0,22.0,McEnroe,1,3,clay,De la Pena,frenchopen,2
5287,17,1987,first round,1,8.0,18.0,Leach,0,3,clay,Edberg,frenchopen,2
5441,18,1987,first round,1,14.0,20.0,Freeman,0,3,clay,Winogradsky,frenchopen,2
5591,19,1987,first round,1,26.0,29.0,Hlasek,2,3,clay,Bengoechea,frenchopen,2
5742,20,1987,first round,1,3.0,18.0,Nijssen,0,3,clay,Novacek,frenchopen,2
5895,21,1987,first round,1,6.0,18.0,Willenborg,0,3,clay,Stenlund,frenchopen,2
6039,22,1987,first round,1,6.0,18.0,Perez Roldan,0,3,clay,Muster,frenchopen,2
6188,23,1987,first round,1,11.0,19.0,Kuhnen,0,3,clay,Pham,frenchopen,2
6336,24,1987,first round,1,9.0,18.0,Schwaier,0,3,clay,Jaite,frenchopen,2
6480,25,1987,first round,1,17.0,22.0,Cash,1,3,clay,Pugh,frenchopen,2
6624,26,1987,first round,1,19.0,22.0,Eriksson,1,3,clay,Limberger,frenchopen,2
6769,27,1987,first round,1,11.0,19.0,Michibata,0,3,clay,Kuchna,frenchopen,2
6907,28,1987,first round,1,14.0,23.0,Arraya,1,3,clay,Agassi,frenchopen,2
7047,29,1987,first round,1,13.0,19.0,Potier,0,3,clay,Vilas,frenchopen,2
7189,30,1987,first round,1,22.0,25.0,Mansdorf,1,3,clay,Srejber,frenchopen,2
7330,31,1987,first round,1,11.0,19.0,Delaitre,0,3,clay,Skoff,frenchopen,2
7468,32,1987,first round,1,6.0,18.0,Witsken,0,3,clay,Mecir,frenchopen,2
7562,33,1987,first round,1,4.0,18.0,Kley,0,3,clay,Noah,frenchopen,2
7622,34,1987,first round,1,6.0,18.0,Carlsson,0,3,clay,Bergstrom,frenchopen,2
7681,35,1987,first round,1,21.0,24.0,Davis,1,3,clay,Schapers,frenchopen,2
7740,36,1987,first round,1,9.0,18.0,Fleurian,0,3,clay,Sanchez,frenchopen,2
7797,37,1987,first round,1,5.0,18.0,Bloom,0,3,clay,Yunis,frenchopen,2
7858,38,1987,first round,1,10.0,19.0,Smid,0,3,clay,Courteau,frenchopen,2
7914,39,1987,first round,1,8.0,18.0,Tauson,0,3,clay,Casal,frenchopen,2
7973,40,1987,first round,1,4.0,18.0,Boetsch,0,3,clay,Carlsson,frenchopen,2
8029,41,1987,first round,1,13.0,22.0,Pernfors,1,3,clay,Benhabiles,frenchopen,2
8084,42,1987,first round,1,13.0,22.0,Fioroni,1,3,clay,Jarryd,frenchopen,2
8142,43,1987,first round,1,21.0,25.0,Bathman,1,3,clay,Carbonell,frenchopen,2
8200,44,1987,first round,1,7.0,18.0,Donnelly,0,3,clay,Chesnokov,frenchopen,2
8258,45,1987,first round,1,11.0,18.0,Forget,0,3,clay,Wahlgren,frenchopen,2
8315,46,1987,first round,1,10.0,18.0,Masur,0,3,clay,Krickstein,frenchopen,2
8370,47,1987,first round,1,8.0,18.0,Motta,0,3,clay,Annacone,frenchopen,2
8429,48,1987,first round,1,12.0,20.0,Colombo,1,3,clay,Wilander,frenchopen,2
8485,49,1987,first round,1,9.0,19.0,Nelson,0,3,clay,Connors,frenchopen,2
8541,50,1987,first round,1,17.0,24.0,Pimek,1,3,clay,Westphal,frenchopen,2
8594,51,1987,first round,1,26.0,27.0,Vekemans,2,3,clay,Davin,frenchopen,2
8649,52,1987,first round,1,18.0,21.0,Laurendeau,1,3,clay,Antonitsch,frenchopen,2
8702,53,1987,first round,1,11.0,19.0,Maurer,0,3,clay,Keretic,frenchopen,2
8755,54,1987,first round,1,14.0,20.0,Lundgren,0,3,clay,De Palmer,frenchopen,2
8806,55,1987,first round,1,14.0,20.0,Fitzgerald,0,3,clay,Anger,frenchopen,2
8859,56,1987,first round,1,14.0,24.0,Leconte,1,3,clay,Osterthun,frenchopen,2
8911,57,1987,first round,1,25.0,22.0,Oresar,2,3,clay,Gilbert,frenchopen,2
8963,58,1987,first round,1,10.0,19.0,Van Den Daele,0,3,clay,Arrese,frenchopen,2
9015,59,1987,first round,1,10.0,19.0,Scanlon,0,3,clay,Arias,frenchopen,2
9066,60,1987,first round,1,6.0,18.0,Shiras,0,3,clay,Svensson,frenchopen,2
9117,61,1987,first round,1,12.0,19.0,Holmes,0,3,clay,Sundstrom,frenchopen,2
9167,62,1987,first round,1,11.0,21.0,Hogstedt,1,3,clay,Jelen,frenchopen,2
9217,63,1987,first round,1,17.0,21.0,Yzaga,1,3,clay,Buckley,frenchopen,2
9268,64,1987,first round,1,6.0,19.0,Perez,0,3,clay,Becker,frenchopen,2
364,1,1987,second round,2,10.0,21.0,Canter,1,3,clay,Lendl,frenchopen,2
903,2,1987,second round,2,8.0,18.0,Gunnarsson,0,3,clay,Tulasne,frenchopen,2
1351,3,1987,second round,2,13.0,19.0,Robertson,0,3,clay,Cahill,frenchopen,2
1774,4,1987,second round,2,7.0,18.0,Vajda,0,3,clay,Nystrom,frenchopen,2
2131,5,1987,second round,2,9.0,19.0,Champion,0,3,clay,Gomez,frenchopen,2
2459,6,1987,second round,2,12.0,19.0,Mattar,0,3,clay,Berger,frenchopen,2
2789,7,1987,second round,2,5.0,18.0,McNamee,0,3,clay,Sanchez,frenchopen,2
3120,8,1987,second round,2,10.0,18.0,Purcell,0,3,clay,De la Pena,frenchopen,2
3397,9,1987,second round,2,17.0,21.0,Edberg,0,3,clay,Winogradsky,frenchopen,2
3642,10,1987,second round,2,0.0,18.0,Bengoechea,0,3,clay,Novacek,frenchopen,2
3887,11,1987,second round,2,6.0,18.0,Stenlund,0,3,clay,Muster,frenchopen,2
4127,12,1987,second round,2,8.0,18.0,Pham,0,3,clay,Jaite,frenchopen,2
4372,13,1987,second round,2,5.0,18.0,Limberger,0,3,clay,Pugh,frenchopen,2
4615,14,1987,second round,2,10.0,18.0,Agassi,0,3,clay,Kuchna,frenchopen,2
4858,15,1987,second round,2,9.0,18.0,Vilas,0,3,clay,Srejber,frenchopen,2
5101,16,1987,second round,2,11.0,19.0,Skoff,0,3,clay,Mecir,frenchopen,2
5288,17,1987,second round,2,18.0,26.0,Bergstrom,1,3,clay,Noah,frenchopen,2
5442,18,1987,second round,2,11.0,19.0,Sanchez,0,3,clay,Schapers,frenchopen,2
5592,19,1987,second round,2,7.0,19.0,Courteau,0,3,clay,Yunis,frenchopen,2
5743,20,1987,second round,2,7.0,18.0,Casal,0,3,clay,Carlsson,frenchopen,2
5896,21,1987,second round,2,28.0,24.0,Jarryd,2,3,clay,Benhabiles,frenchopen,2
6040,22,1987,second round,2,4.0,18.0,Carbonell,0,3,clay,Chesnokov,frenchopen,2
6189,23,1987,second round,2,6.0,18.0,Wahlgren,0,3,clay,Krickstein,frenchopen,2
6337,24,1987,second round,2,17.0,22.0,Annacone,1,3,clay,Wilander,frenchopen,2
6481,25,1987,second round,2,18.0,22.0,Westphal,1,3,clay,Connors,frenchopen,2
6625,26,1987,second round,2,15.0,23.0,Antonitsch,1,3,clay,Davin,frenchopen,2
6770,27,1987,second round,2,14.0,21.0,De Palmer,1,3,clay,Keretic,frenchopen,2
6908,28,1987,second round,2,10.0,19.0,Anger,0,3,clay,Osterthun,frenchopen,2
7048,29,1987,second round,2,8.0,19.0,Gilbert,0,3,clay,Arrese,frenchopen,2
7190,30,1987,second round,2,16.0,21.0,Svensson,1,3,clay,Arias,frenchopen,2
7331,31,1987,second round,2,22.0,27.0,Jelen,2,3,clay,Sundstrom,frenchopen,2
7469,32,1987,second round,2,12.0,22.0,Buckley,1,3,clay,Becker,frenchopen,2
366,1,1987,third round,3,10.0,19.0,Tulasne,0,3,clay,Lendl,frenchopen,2
905,2,1987,third round,3,14.0,19.0,Cahill,0,3,clay,Nystrom,frenchopen,2
1352,3,1987,third round,3,21.0,27.0,Berger,2,3,clay,Gomez,frenchopen,2
1775,4,1987,third round,3,15.0,22.0,De la Pena,1,3,clay,Sanchez,frenchopen,2
2132,5,1987,third round,3,11.0,20.0,Winogradsky,1,3,clay,Novacek,frenchopen,2
2460,6,1987,third round,3,14.0,22.0,Muster,1,3,clay,Jaite,frenchopen,2
2790,7,1987,third round,3,14.0,21.0,Pugh,1,3,clay,Kuchna,frenchopen,2
3121,8,1987,third round,3,4.0,18.0,Srejber,0,3,clay,Mecir,frenchopen,2
3398,9,1987,third round,3,8.0,18.0,Schapers,0,3,clay,Noah,frenchopen,2
3643,10,1987,third round,3,8.0,19.0,Yunis,0,3,clay,Carlsson,frenchopen,2
3888,11,1987,third round,3,19.0,24.0,Chesnokov,1,3,clay,Benhabiles,frenchopen,2
4128,12,1987,third round,3,10.0,24.0,Krickstein,1,3,clay,Wilander,frenchopen,2
4373,13,1987,third round,3,6.0,18.0,Davin,0,3,clay,Connors,frenchopen,2
4616,14,1987,third round,3,17.0,23.0,Keretic,1,3,clay,Osterthun,frenchopen,2
4859,15,1987,third round,3,22.0,27.0,Arrese,2,3,clay,Arias,frenchopen,2
5102,16,1987,third round,3,11.0,21.0,Sundstrom,1,3,clay,Becker,frenchopen,2
362,1,1987,fourth round,4,16.0,25.0,Nystrom,2,3,clay,Lendl,frenchopen,2
901,2,1987,fourth round,4,28.0,26.0,Sanchez,2,3,clay,Gomez,frenchopen,2
1349,3,1987,fourth round,4,20.0,25.0,Jaite,1,3,clay,Novacek,frenchopen,2
1772,4,1987,fourth round,4,4.0,18.0,Kuchna,0,3,clay,Mecir,frenchopen,2
2130,5,1987,fourth round,4,21.0,26.0,Carlsson,1,3,clay,Noah,frenchopen,2
2458,6,1987,fourth round,4,14.0,23.0,Benhabiles,1,3,clay,Wilander,frenchopen,2
2788,7,1987,fourth round,4,14.0,23.0,Osterthun,1,3,clay,Connors,frenchopen,2
3119,8,1987,fourth round,4,12.0,23.0,Arias,1,3,clay,Becker,frenchopen,2
363,1,1987,quarterfinals,5,13.0,23.0,Andres Gomez,1,3,clay,Ivan Lendl,frenchopen,2
902,2,1987,quarterfinals,5,9.0,19.0,Karel Novacek,0,3,clay,Miloslav Mecir,frenchopen,2
1350,3,1987,quarterfinals,5,9.0,18.0,Yannick Noah,0,3,clay,Mats Wilander,frenchopen,2
1773,4,1987,quarterfinals,5,11.0,19.0,Jimmy Connors,0,3,clay,Boris Becker,frenchopen,2
365,1,1987,semifinals,6,12.0,19.0,Miloslav Mecir,0,3,clay,Ivan Lendl,frenchopen,2
904,2,1987,semifinals,6,7.0,18.0,Boris Becker,0,3,clay,Mats Wilander,frenchopen,2
360,1,1987,final,7,19.0,23.0,Mats Wilander,1,3,clay,Ivan Lendl,frenchopen,2
368,1,1988,first round,1,7.0,18.0,P Pech,0,3,clay,I Lendl,frenchopen,2
906,2,1988,first round,1,20.0,22.0,Y Doumbia,1,3,clay,N Kroon,frenchopen,2
1353,3,1988,first round,1,14.0,21.0,P Rebolledo,1,3,clay,T Tulasne,frenchopen,2
1776,4,1988,first round,1,23.0,30.0,A Maurer,2,3,clay,D Keretic,frenchopen,2
2133,5,1988,first round,1,10.0,19.0,R Seguso,0,3,clay,M Chang,frenchopen,2
2461,6,1988,first round,1,16.0,24.0,S Casal,1,3,clay,T Svantesson,frenchopen,2
2791,7,1988,first round,1,9.0,18.0,P Kuchna,0,3,clay,C Bergstrom,frenchopen,2
3122,8,1988,first round,1,13.0,20.0,A Volkov,0,3,clay,J McEnroe,frenchopen,2
3399,9,1988,first round,1,10.0,19.0,A Jarryd,0,3,clay,J Nystrom,frenchopen,2
3644,10,1988,first round,1,14.0,25.0,E Winogradsky,1,3,clay,J Berger,frenchopen,2
3889,11,1988,first round,1,15.0,24.0,C Pridham,1,3,clay,T Champion,frenchopen,2
4129,12,1988,first round,1,8.0,18.0,C Miniussi,0,3,clay,J Svensson,frenchopen,2
4374,13,1988,first round,1,5.0,18.0,P Vojtisek,0,3,clay,C Motta,frenchopen,2
4617,14,1988,first round,1,10.0,18.0,J Yzaga,0,3,clay,M Jaite,frenchopen,2
4860,15,1988,first round,1,10.0,18.0,C Pistolesi,0,3,clay,J Potier,frenchopen,2
5103,16,1988,first round,1,18.0,22.0,F Davin,1,3,clay,K Carlsson,frenchopen,2
5289,17,1988,first round,1,5.0,18.0,J Brown,0,3,clay,P Cash,frenchopen,2
5443,18,1988,first round,1,12.0,19.0,J Fitzgerald,0,3,clay,J Sanchez,frenchopen,2
5593,19,1988,first round,1,12.0,18.0,L Pimek,0,3,clay,M Woodforde,frenchopen,2
5744,20,1988,first round,1,12.0,21.0,C Steeb,1,3,clay,J Arrese,frenchopen,2
5897,21,1988,first round,1,7.0,18.0,L Lavalle,0,3,clay,G Vilas,frenchopen,2
6041,22,1988,first round,1,25.0,30.0,D Cahill,2,3,clay,E Bengoechea,frenchopen,2
6190,23,1988,first round,1,15.0,22.0,D Engel,1,3,clay,R Reneberg,frenchopen,2
6338,24,1988,first round,1,12.0,19.0,J Frawley,0,3,clay,A Chesnokov,frenchopen,2
6482,25,1988,first round,1,23.0,28.0,S Youl,2,3,clay,H Leconte,frenchopen,2
6626,26,1988,first round,1,25.0,29.0,H Skoff,2,3,clay,B Oresar,frenchopen,2
6771,27,1988,first round,1,5.0,18.0,E Jelen,0,3,clay,H de la Pena,frenchopen,2
6909,28,1988,first round,1,19.0,22.0,J Grabb,1,3,clay,M Davis,frenchopen,2
7049,29,1988,first round,1,20.0,21.0,S Grenier,1,3,clay,M Hennemann,frenchopen,2
7191,30,1988,first round,1,3.0,18.0,K Flach,0,3,clay,T Muster,frenchopen,2
7332,31,1988,first round,1,12.0,19.0,L Duncan,0,3,clay,P Korda,frenchopen,2
7470,32,1988,first round,1,11.0,19.0,C Mezzadri,0,3,clay,B Becker,frenchopen,2
7563,33,1988,first round,1,11.0,19.0,R Osterthun,0,3,clay,Y Noah,frenchopen,2
7623,34,1988,first round,1,7.0,18.0,M Pernfors,0,3,clay,L Mattar,frenchopen,2
7682,35,1988,first round,1,7.0,18.0,B Stankovic,0,3,clay,T Witsken,frenchopen,2
7741,36,1988,first round,1,8.0,19.0,G Raoux,0,3,clay,J Hlasek,frenchopen,2
7798,37,1988,first round,1,13.0,19.0,P Lundgren,0,3,clay,G Forget,frenchopen,2
7859,38,1988,first round,1,12.0,19.0,J Ross,0,3,clay,M Filippini,frenchopen,2
7915,39,1988,first round,1,7.0,18.0,T Smid,0,3,clay,J Pugh,frenchopen,2
7974,40,1988,first round,1,9.0,19.0,M Bahrami,0,3,clay,E Sanchez,frenchopen,2
8030,41,1988,first round,1,22.0,27.0,U Stenlund,2,3,clay,A Gomez,frenchopen,2
8085,42,1988,first round,1,12.0,19.0,J Arias,0,3,clay,R Agenor,frenchopen,2
8143,43,1988,first round,1,20.0,22.0,Masur,1,3,clay,Vajda,frenchopen,2
8201,44,1988,first round,1,10.0,18.0,T Benhabiles,0,3,clay,P Annacone,frenchopen,2
8259,45,1988,first round,1,23.0,24.0,R Krishnan,2,3,clay,A Tous,frenchopen,2
8316,46,1988,first round,1,19.0,21.0,A Krickstein,1,3,clay,S Zivojinovic,frenchopen,2
8371,47,1988,first round,1,15.0,20.0,E Osta,1,3,clay,F Yunis,frenchopen,2
8430,48,1988,first round,1,11.0,20.0,J Cihak,0,3,clay,M Wilander,frenchopen,2
8486,49,1988,first round,1,6.0,18.0,C Limberger,0,3,clay,T Mayotte,frenchopen,2
8542,50,1988,first round,1,8.0,19.0,M Srejber,0,3,clay,M Gustafsson,frenchopen,2
8595,51,1988,first round,1,18.0,21.0,T Woodbridge,1,3,clay,J Bates,frenchopen,2
8650,52,1988,first round,1,8.0,18.0,M Schapers,0,3,clay,F Cancellotti,frenchopen,2
8703,53,1988,first round,1,6.0,18.0,M Oosting,0,3,clay,A Vosand,frenchopen,2
8756,54,1988,first round,1,12.0,19.0,B Dyke,0,3,clay,J Lozano,frenchopen,2
8807,55,1988,first round,1,9.0,19.0,J Rive,0,3,clay,M Narducci,frenchopen,2
8860,56,1988,first round,1,7.0,18.0,P Cane,0,3,clay,A Agassi,frenchopen,2
8912,57,1988,first round,1,18.0,21.0,A Mancini,1,3,clay,G Perez Roldan,frenchopen,2
8964,58,1988,first round,1,11.0,18.0,P Baur,0,3,clay,T Meinecke,frenchopen,2
9016,59,1988,first round,1,13.0,17.0,A Mansdorf,1,3,clay,E Masso,frenchopen,2
9067,60,1988,first round,1,10.0,19.0,J Fleurian,0,3,clay,P Kuhnen,frenchopen,2
9118,61,1988,first round,1,11.0,19.0,D Cassidy,0,3,clay,J Gunnarsson,frenchopen,2
9168,62,1988,first round,1,7.0,19.0,J Navratil,0,3,clay,C Saceanu,frenchopen,2
9218,63,1988,first round,1,16.0,21.0,M Purcell,1,3,clay,A Boetsch,frenchopen,2
9269,64,1988,first round,1,13.0,22.0,K Novacek,1,3,clay,S Edberg,frenchopen,2
371,1,1988,second round,2,5.0,18.0,N Kroon,0,3,clay,I Lendl,frenchopen,2
909,2,1988,second round,2,8.0,18.0,D Keretic,0,3,clay,T Tulasne,frenchopen,2
1356,3,1988,second round,2,8.0,18.0,T Svantesson,0,3,clay,M Chang,frenchopen,2
1779,4,1988,second round,2,9.0,18.0,C Bergstrom,0,3,clay,J McEnroe,frenchopen,2
2135,5,1988,second round,2,8.0,19.0,J Berger,0,3,clay,J Nystrom,frenchopen,2
2463,6,1988,second round,2,13.0,21.0,T Champion,1,3,clay,J Svensson,frenchopen,2
2793,7,1988,second round,2,18.0,23.0,C Motta,1,3,clay,M Jaite,frenchopen,2
3124,8,1988,second round,2,5.0,18.0,J Potier,0,3,clay,K Carlsson,frenchopen,2
3400,9,1988,second round,2,20.0,25.0,J Sanchez,2,3,clay,P Cash,frenchopen,2
3645,10,1988,second round,2,24.0,27.0,J Arrese,2,3,clay,M Woodforde,frenchopen,2
3890,11,1988,second round,2,14.0,23.0,G Vilas,1,3,clay,E Bengoechea,frenchopen,2
4130,12,1988,second round,2,16.0,22.0,R Reneberg,1,3,clay,A Chesnokov,frenchopen,2
4375,13,1988,second round,2,16.0,25.0,B Oresar,2,3,clay,H Leconte,frenchopen,2
4618,14,1988,second round,2,11.0,22.0,M Davis,1,3,clay,H de la Pena,frenchopen,2
4861,15,1988,second round,2,3.0,18.0,H Hennemann,0,3,clay,T Muster,frenchopen,2
5104,16,1988,second round,2,11.0,18.0,P Korda,0,3,clay,B Becker,frenchopen,2
5290,17,1988,second round,2,18.0,23.0,L Mattar,1,3,clay,Y Noah,frenchopen,2
5444,18,1988,second round,2,10.0,19.0,T Witsken,0,3,clay,J Hlasek,frenchopen,2
5594,19,1988,second round,2,9.0,19.0,M Filippini,0,3,clay,G Forget,frenchopen,2
5745,20,1988,second round,2,7.0,18.0,J Pugh,0,3,clay,E Sanchez,frenchopen,2
5898,21,1988,second round,2,20.0,23.0,A Gomez,1,3,clay,R Agenor,frenchopen,2
6042,22,1988,second round,2,23.0,22.0,M Vajda,2,3,clay,Annacone,frenchopen,2
6191,23,1988,second round,2,17.0,25.0,A Tous,1,3,clay,S Zivojinovic,frenchopen,2
6339,24,1988,second round,2,6.0,18.0,F Yunis,0,3,clay,M Wilander,frenchopen,2
6483,25,1988,second round,2,14.0,19.0,T Mayotte,0,3,clay,M Gustafsson,frenchopen,2
6627,26,1988,second round,2,25.0,27.0,F Cancellotti,2,3,clay,J Bates,frenchopen,2
6772,27,1988,second round,2,6.0,18.0,J Lozano,0,3,clay,A Vosand,frenchopen,2
6910,28,1988,second round,2,5.0,18.0,M Narducci,0,3,clay,A Agassi,frenchopen,2
7050,29,1988,second round,2,4.0,18.0,T Meinecke,0,3,clay,G Perez Roldan,frenchopen,2
7192,30,1988,second round,2,13.0,19.0,E Masso,0,3,clay,P Kuhnen,frenchopen,2
7333,31,1988,second round,2,15.0,20.0,C Saceanu,0,3,clay,J Gunnarsson,frenchopen,2
7471,32,1988,second round,2,7.0,18.0,A Boetsch,0,3,clay,S Edberg,frenchopen,2
373,1,1988,third round,3,11.0,19.0,T Tulasne,0,3,clay,I Lendl,frenchopen,2
911,2,1988,third round,3,4.0,18.0,M Chang,0,3,clay,McEnroe,frenchopen,2
1357,3,1988,third round,3,22.0,28.0,J Nystrom,2,3,clay,J Svensson,frenchopen,2
1780,4,1988,third round,3,6.0,18.0,M Jaite,0,3,clay,K Carlsson,frenchopen,2
2136,5,1988,third round,3,11.0,22.0,M Woodforde,1,3,clay,P Cash,frenchopen,2
2464,6,1988,third round,3,11.0,22.0,E Bengoechea,1,3,clay,A Chesnokov,frenchopen,2
2794,7,1988,third round,3,10.0,19.0,H de la Pena,0,3,clay,H Leconte,frenchopen,2
3125,8,1988,third round,3,15.0,23.0,T Muster,1,3,clay,B Becker,frenchopen,2
