,match,year,round,round_number,games_loser,games_winner,loser,sets_loser,sets_winner,surface,winner,tourney_name,tourney_order
4128,8,2010,first round,1,17.0,24.0,I Ljubicic,1,3,hard,R Harrison,usopen,4
4428,9,2010,first round,1,7.0,18.0,A Dolgopolov,0,3,hard,D Ferrer,usopen,4
4716,10,2010,first round,1,16.0,20.0,D Brands,0,3,hard,B Becker,usopen,4
5008,11,2010,first round,1,13.0,19.0,J Nieminen,0,3,hard,D Gimeno Traver,usopen,4
5296,12,2010,first round,1,12.0,19.0,E Gulbis,0,3,hard,J Chardy,usopen,4
5587,13,2010,first round,1,27.0,28.0,R de Voest,2,3,hard,D Nalbandian,usopen,4
5872,14,2010,first round,1,7.0,19.0,F Mayer,0,3,hard,F Serra,usopen,4
6152,15,2010,first round,1,23.0,26.0,P Riba,2,3,hard,A Mannarino,usopen,4
6432,16,2010,first round,1,21.0,24.0,F Fognini,2,3,hard,F Verdasco,usopen,4
6625,17,2010,first round,1,7.0,18.0,L Lacko,0,3,hard,A Murray,usopen,4
6806,18,2010,first round,1,15.0,20.0,R Ramirez Hidalgo,0,3,hard,D Brown,usopen,4
6985,19,2010,first round,1,16.0,22.0,Yh Lu,1,3,hard,JI Chela,usopen,4
7164,20,2010,first round,1,7.0,18.0,M Kukushkin,0,3,hard,S Wawrinka,usopen,4
7343,21,2010,first round,1,18.0,23.0,B Klahn,1,3,hard,S Querrey,usopen,4
7519,22,2010,first round,1,21.0,25.0,A Seppi,2,3,hard,M Granollers,usopen,4
7695,23,2010,first round,1,11.0,19.0,L Kubot,0,3,hard,G Garcia Lopez,usopen,4
7870,24,2010,first round,1,20.0,23.0,P Starace,1,3,hard,N Almagro,usopen,4
8046,25,2010,first round,1,8.0,18.0,A Golubev,0,3,hard,M Youzhny,usopen,4
8217,26,2010,first round,1,13.0,20.0,X Malisse,0,3,hard,D Sela,usopen,4
8386,27,2010,first round,1,12.0,19.0,J Sock,1,3,hard,M Chiudinelli,usopen,4
8548,28,2010,first round,1,11.0,18.0,F Gil,0,3,hard,J Isner,usopen,4
8710,29,2010,first round,1,16.0,22.0,R Stepanek,1,3,hard,J Benneteau,usopen,4
8877,30,2010,first round,1,8.0,18.0,L Rosol,0,3,hard,T Robredo,usopen,4
9044,31,2010,first round,1,9.0,18.0,C Berlocq,0,3,hard,V Hanescu,usopen,4
9210,32,2010,first round,1,14.0,19.0,T Berdych,0,3,hard,M Llodra,usopen,4
9296,33,2010,first round,1,8.0,18.0,M Russell,0,3,hard,N Davydenko,usopen,4
9373,34,2010,first round,1,9.0,18.0,S Greul,0,3,hard,R Gasquet,usopen,4
9450,35,2010,first round,1,10.0,18.0,S Devvarman,0,3,hard,K Anderson,usopen,4
9525,36,2010,first round,1,14.0,20.0,T Smyczek,0,3,hard,T Bellucci,usopen,4
9599,37,2010,first round,1,24.0,27.0,R Kendrick,2,3,hard,G Monfils,usopen,4
9675,38,2010,first round,1,18.0,23.0,H Zeballos,1,3,hard,I Andreev,usopen,4
9745,39,2010,first round,1,19.0,24.0,O Rochus,1,3,hard,J Tipsarevic,usopen,4
9818,40,2010,first round,1,7.0,18.0,S Robert,0,3,hard,A Roddick,usopen,4
9889,41,2010,first round,1,24.0,22.0,M Baghdatis,2,3,hard,A Clement,usopen,4
9957,42,2010,first round,1,19.0,23.0,R Ginepri,1,3,hard,E Schwank,usopen,4
10025,43,2010,first round,1,9.0,19.0,J Silva,0,3,hard,P Cuevas,usopen,4
10094,44,2010,first round,1,13.0,25.0,J Hajek,2,3,hard,M Fish,usopen,4
10163,45,2010,first round,1,11.0,19.0,J Monaco,0,3,hard,P Polansky,usopen,4
10233,46,2010,first round,1,9.0,18.0,K Vliegen,0,3,hard,J Blake,usopen,4
10302,47,2010,first round,1,5.0,18.0,D Lojda,0,3,hard,P Petzschner,usopen,4
10370,48,2010,first round,1,23.0,24.0,V Troicki,2,3,hard,N Djokovic,usopen,4
10438,49,2010,first round,1,26.0,30.0,A HaiderMaurer,2,3,hard,R Soderling,usopen,4
10505,50,2010,first round,1,10.0,19.0,A Falla,0,3,hard,T Dent,usopen,4
10573,51,2010,first round,1,11.0,19.0,M Gicquel,0,3,hard,T de Bakker,usopen,4
10640,52,2010,first round,1,8.0,13.0,F Gonzalez,1,2,hard,I Dodig,usopen,4
10706,53,2010,first round,1,24.0,26.0,M Przysiezny,2,3,hard,A Montanes,usopen,4
10771,54,2010,first round,1,15.0,24.0,M Raonic,1,3,hard,C Ball,usopen,4
10836,55,2010,first round,1,8.0,12.0,E Korolev,0,2,hard,K Nishikori,usopen,4
10900,56,2010,first round,1,9.0,19.0,I Marchenko,0,3,hard,M Cilic,usopen,4
10962,57,2010,first round,1,20.0,25.0,D Tursunov,2,3,hard,J Melzer,usopen,4
11025,58,2010,first round,1,16.0,24.0,R Sweeting,1,3,hard,R Berankis,usopen,4
11087,59,2010,first round,1,21.0,24.0,B Phau,1,3,hard,R Mello,usopen,4
11149,60,2010,first round,1,4.0,18.0,M Klizan,0,3,hard,JC Ferrero,usopen,4
11209,61,2010,first round,1,21.0,27.0,L Hewitt,2,3,hard,PH Mathieu,usopen,4
11270,62,2010,first round,1,19.0,22.0,L Mayer,1,3,hard,G Rufin,usopen,4
11330,63,2010,first round,1,10.0,19.0,M Berrer,0,3,hard,A Beck,usopen,4
11391,64,2010,first round,1,7.0,18.0,B Dabul,0,3,hard,R Federer,usopen,4
759,1,2010,second round,2,13.0,20.0,D Istomin,0,3,hard,R Nadal,usopen,4
1443,2,2010,second round,2,19.0,23.0,P Kohlschreiber,2,3,hard,G Simon,usopen,4
1990,3,2010,second round,2,26.0,30.0,B Paire,2,3,hard,F Lopez,usopen,4
2526,4,2010,second round,2,25.0,27.0,R Harrison,2,3,hard,S Stakhovsky,usopen,4
2938,5,2010,second round,2,11.0,18.0,B Becker,0,3,hard,D Ferrer,usopen,4
3339,6,2010,second round,2,14.0,23.0,J Chardy,1,3,hard,D Gimeno Traver,usopen,4
3732,7,2010,second round,2,11.0,19.0,F Serra,0,3,hard,D Nalbandian,usopen,4
4130,8,2010,second round,2,5.0,18.0,A Mannarino,0,3,hard,F Verdasco,usopen,4
4429,9,2010,second round,2,8.0,19.0,D Brown,0,3,hard,A Murray,usopen,4
4717,10,2010,second round,2,12.0,19.0,JI Chela,0,3,hard,S Wawrinka,usopen,4
5009,11,2010,second round,2,9.0,18.0,M Granollers,0,3,hard,S Querrey,usopen,4
5297,12,2010,second round,2,21.0,24.0,G GarciaLopez,1,3,hard,N Almagro,usopen,4
5588,13,2010,second round,2,13.0,22.0,D Sela,1,3,hard,M Youzhny,usopen,4
5873,14,2010,second round,2,19.0,22.0,M Chiudinelli,1,3,hard,J Isner,usopen,4
6153,15,2010,second round,2,10.0,12.0,J Benneteau,0,1,hard,T Robredo ,usopen,4
6433,16,2010,second round,2,12.0,19.0,V Hanescu,0,3,hard,M Llodra ,usopen,4
6626,17,2010,second round,2,9.0,18.0,N Davydenko,0,3,hard,R Gasquet,usopen,4
6807,18,2010,second round,2,28.0,30.0,T Bellucci,2,3,hard,K Anderson,usopen,4
6986,19,2010,second round,2,10.0,18.0,I Andreev,0,3,hard,G Monfils,usopen,4
7165,20,2010,second round,2,20.0,23.0,A Roddick,1,3,hard,J Tipsarevic,usopen,4
7344,21,2010,second round,2,8.0,11.0,E Schwank,0,1,hard,A Clement,usopen,4
7520,22,2010,second round,2,7.0,19.0,P Cuevas,0,3,hard,M Fish,usopen,4
7696,23,2010,second round,2,16.0,24.0,P Polansky,1,3,hard,J Blake,usopen,4
7871,24,2010,second round,2,14.0,20.0,P Petzschner,0,3,hard,N Djokovic,usopen,4
8047,25,2010,second round,2,8.0,18.0,T Dent,0,3,hard,R Soderling,usopen,4
8218,26,2010,second round,2,14.0,21.0,I Dodig,1,3,hard,T de Bakker,usopen,4
8387,27,2010,second round,2,8.0,18.0,C Ball,0,3,hard,A Montanes,usopen,4
8549,28,2010,second round,2,26.0,28.0,M Cilic,2,3,hard,K Nishikori,usopen,4
8711,29,2010,second round,2,25.0,26.0,R Berankis,2,3,hard,J Melzer,usopen,4
8878,30,2010,second round,2,9.0,18.0,R Mello,0,3,hard,JC Ferrero,usopen,4
9045,31,2010,second round,2,13.0,19.0,G Rufin,0,3,hard,PH Mathieu,usopen,4
9211,32,2010,second round,2,10.0,18.0,A Beck,0,3,hard,R Federer,usopen,4
761,1,2010,third round,3,10.0,18.0,G Simon,0,3,hard,R Nadal,usopen,4
1445,2,2010,third round,3,3.0,10.0,S Stakhovsky,0,2,hard,F Lopez,usopen,4
1991,3,2010,third round,3,10.0,19.0,D Gimeno Traver,0,3,hard,D Ferrer,usopen,4
2527,4,2010,third round,3,13.0,21.0,D Nalbandian,1,3,hard,F Verdasco,usopen,4
2939,5,2010,third round,3,19.0,25.0,A Murray,1,3,hard,S Wawrinka,usopen,4
3340,6,2010,third round,3,11.0,18.0,N Almagro,0,3,hard,S Querrey,usopen,4
3733,7,2010,third round,3,21.0,25.0,J Isner,1,3,hard,M Youzhny,usopen,4
4131,8,2010,third round,3,17.0,18.0,M Llodra,1,3,hard,T Robredo,usopen,4
4430,9,2010,third round,3,15.0,20.0,K Anderson,0,3,hard,R Gasquet,usopen,4
4718,10,2010,third round,3,19.0,25.0,J Tipsarevic,1,3,hard,G Monfils,usopen,4
5010,11,2010,third round,3,22.0,23.0,A Clement,2,3,hard,M Fish,usopen,4
5298,12,2010,third round,3,10.0,19.0,J Blake,0,3,hard,N Djokovic,usopen,4
5589,13,2010,third round,3,8.0,18.0,T de Bakker,0,3,hard,R Soderling,usopen,4
5874,14,2010,third round,3,3.0,8.0,K Nishikori,0,2,hard,A Montanes,usopen,4
6154,15,2010,third round,3,9.0,19.0,JC Ferrero,0,3,hard,J Melzer,usopen,4
6434,16,2010,third round,3,10.0,18.0,PH Mathieu,0,3,hard,R Federer,usopen,4
757,1,2010,fourth round,4,11.0,18.0,F Lopez,0,3,hard,R Nadal,usopen,4
1441,2,2010,fourth round,4,26.0,30.0,D Ferrer,2,3,hard,F Verdasco,usopen,4
1988,3,2010,fourth round,4,28.0,30.0,S Querrey,2,3,hard,S Wawrinka,usopen,4
2524,4,2010,fourth round,4,17.0,23.0,T Robredo,1,3,hard,M Youzhny,usopen,4
2937,5,2010,fourth round,4,14.0,20.0,R Gasquet,0,3,hard,G Monfils,usopen,4
3338,6,2010,fourth round,4,8.0,18.0,M Fish,0,3,hard,N Djokovic,usopen,4
3731,7,2010,fourth round,4,14.0,22.0,A Montanes,1,3,hard,R Soderling,usopen,4
4129,8,2010,fourth round,4,12.0,19.0,J Melzer,0,3,hard,R Federer,usopen,4
758,1,2010,quarterfinals,5,12.0,19.0,Fernando Verdasco,0,3,hard,Rafael Nadal,usopen,4
1442,2,2010,quarterfinals,5,24.0,25.0,Stan Wawrinka,2,3,hard,Mikhail Youzhny,usopen,4
1989,3,2010,quarterfinals,5,9.0,19.0,Gael Monfils,0,3,hard,Novak Djokovic,usopen,4
2525,4,2010,quarterfinals,5,13.0,19.0,Robin Soderling,0,3,hard,Roger Federer,usopen,4
760,1,2010,semifinals,6,9.0,18.0,Mikhail Youzhny,0,3,hard,Rafael Nadal,usopen,4
1444,2,2010,semifinals,6,22.0,29.0,Roger Federer,2,3,hard,Novak Djokovic,usopen,4
755,1,2010,final,7,17.0,23.0,Novak Djokovic,1,3,hard,Rafael Nadal,usopen,4
763,1,2011,first round,1,1.0,11.0,C Niland,0,2,hard,N Djokovic,usopen,4
1446,2,2011,first round,1,6.0,19.0,P Riba,0,3,hard,C Berlocq,usopen,4
1992,3,2011,first round,1,15.0,22.0,M Berrer,1,3,hard,P Starace,usopen,4
2528,4,2011,first round,1,18.0,26.0,I Dodig,2,3,hard,N Davydenko,usopen,4
2940,5,2011,first round,1,11.0,19.0,F Gil,0,3,hard,A Dolgopolov,usopen,4
3341,6,2011,first round,1,6.0,12.0,K Nishikori,0,2,hard,F Cipolla,usopen,4
3734,7,2011,first round,1,14.0,19.0,F Gonzalez,0,3,hard,I Karlovic,usopen,4
4132,8,2011,first round,1,8.0,18.0,S Stakhovsky,0,3,hard,R Gasquet,usopen,4
4431,9,2011,first round,1,9.0,19.0,R Jouan,0,3,hard,T Berdych,usopen,4
4719,10,2011,first round,1,21.0,24.0,H Zeballos,1,3,hard,F Fognini,usopen,4
5011,11,2011,first round,1,25.0,31.0,A Ramos,2,3,hard,P Petzschner,usopen,4
5299,12,2011,first round,1,7.0,19.0,A Gensse,0,3,hard,J Tipsarevic,usopen,4
5590,13,2011,first round,1,12.0,18.0,X Malisse,0,3,hard,M Granollers,usopen,4
5875,14,2011,first round,1,19.0,23.0,A Montanes,1,3,hard,M Kukushkin,usopen,4
6155,15,2011,first round,1,22.0,25.0,P Andujar,2,3,hard,JC Ferrero,usopen,4
6435,16,2011,first round,1,13.0,19.0,G Dimitrov,0,3,hard,G Monfils,usopen,4
6627,17,2011,first round,1,9.0,18.0,S Giraldo,0,3,hard,R Federer,usopen,4
6808,18,2011,first round,1,19.0,24.0,T Bellucci,2,3,hard,D Sela,usopen,4
6987,19,2011,first round,1,11.0,18.0,M Yani,0,3,hard,B Tomic,usopen,4
7166,20,2011,first round,1,13.0,20.0,R Harrison,0,3,hard,M Cilic,usopen,4
7345,21,2011,first round,1,8.0,18.0,P Kohlschreiber,0,3,hard,R Stepanek,usopen,4
7521,22,2011,first round,1,10.0,19.0,A Seppi,0,3,hard,J Monaco,usopen,4
7697,23,2011,first round,1,15.0,24.0,J Dasnieres de Veigy,1,3,hard,T Haas,usopen,4
7872,24,2011,first round,1,25.0,27.0,V Troicki,2,3,hard,A Falla,usopen,4
8048,25,2011,first round,1,12.0,18.0,Yh Lu,0,3,hard,JW Tsonga,usopen,4
8219,26,2011,first round,1,15.0,21.0,A HaiderMaurer,1,3,hard,S Bubka,usopen,4
8388,27,2011,first round,1,5.0,13.0,F Dancevic,0,3,hard,M Ilhan,usopen,4
8550,28,2011,first round,1,15.0,21.0,J Nieminen,1,3,hard,F Verdasco,usopen,4
8712,29,2011,first round,1,19.0,26.0,V Hanescu,2,3,hard,M Llodra,usopen,4
8879,30,2011,first round,1,4.0,18.0,G Soeda,0,3,hard,K Anderson,usopen,4
9046,31,2011,first round,1,13.0,22.0,T de Bakker,1,3,hard,M Jaziri,usopen,4
9212,32,2011,first round,1,5.0,18.0,T Kamke,0,3,hard,M Fish,usopen,4
9297,33,2011,first round,1,10.0,16.0,L Sorensen,1,3,hard,R Dutra da Silva,usopen,4
9374,34,2011,first round,1,24.0,27.0,S Johnson,2,3,hard,A Bogomolov Jr,usopen,4
9451,35,2011,first round,1,15.0,24.0,J Souza,1,3,hard,R Ginepri,usopen,4
9526,36,2011,first round,1,22.0,22.0,M Baghdatis,1,3,hard,J Isner,usopen,4
9600,37,2011,first round,1,5.0,18.0,F Volandri,0,3,hard,JM del Potro,usopen,4
9676,38,2011,first round,1,2.0,6.0,K Beck,0,1,hard,D Junqueira,usopen,4
9746,39,2011,first round,1,27.0,25.0,D GimenoTraver,2,3,hard,G GarciaLopez,usopen,4
9819,40,2011,first round,1,23.0,24.0,R Mello,2,3,hard,G Simon,usopen,4
9890,41,2011,first round,1,14.0,21.0,M Gonzalez,1,3,hard,S Wawrinka,usopen,4
9958,42,2011,first round,1,10.0,18.0,L Lacko,0,3,hard,D Young,usopen,4
10026,43,2011,first round,1,25.0,30.0,D Tursunov,2,3,hard,S Darcis,usopen,4
10095,44,2011,first round,1,1.0,3.0,M Matosevic,0,1,hard,JI Chela,usopen,4
10164,45,2011,first round,1,10.0,18.0,T Ito,0,3,hard,F Lopez,usopen,4
10234,46,2011,first round,1,4.0,18.0,L Rosol,0,3,hard,V Pospisil,usopen,4
10303,47,2011,first round,1,8.0,18.0,R Machado,0,3,hard,R Haase,usopen,4
10371,48,2011,first round,1,11.0,19.0,S Devvarman,0,3,hard,A Murray,usopen,4
10439,49,2011,first round,1,13.0,20.0,I Andreev,1,3,hard,D Ferrer,usopen,4
10506,50,2011,first round,1,16.0,22.0,J Huta Galung,1,3,hard,J Blake,usopen,4
10574,51,2011,first round,1,12.0,19.0,O Rochus,0,3,hard,JR Lisnard,usopen,4
10641,52,2011,first round,1,3.0,18.0,A Mannarino,0,3,hard,F Mayer,usopen,4
10707,53,2011,first round,1,17.0,23.0,M Russell,1,3,hard,A Roddick,usopen,4
10772,54,2011,first round,1,17.0,19.0,M Gicquel,1,3,hard,J Sock,usopen,4
10837,55,2011,first round,1,21.0,23.0,R Sweeting,1,3,hard,D Istomin,usopen,4
10901,56,2011,first round,1,9.0,18.0,N Almagro,0,3,hard,J Benneteau,usopen,4
10963,57,2011,first round,1,10.0,18.0,M Youzhny,0,3,hard,E Gulbis,usopen,4
11026,58,2011,first round,1,14.0,19.0,E RogerVasselin,0,3,hard,G Muller,usopen,4
11088,59,2011,first round,1,21.0,21.0,M Bachinger,2,3,hard,I Kunitsyn,usopen,4
11150,60,2011,first round,1,10.0,19.0,E Prodon,0,3,hard,J Melzer,usopen,4
11210,61,2011,first round,1,18.0,23.0,B Kavcic,1,3,hard,I Ljubicic,usopen,4
11271,62,2011,first round,1,16.0,22.0,B Reynolds,1,3,hard,D Nalbandian,usopen,4
11331,63,2011,first round,1,19.0,27.0,R Farah,2,3,hard,N Mahut,usopen,4
11392,64,2011,first round,1,14.0,20.0,A Golubev,0,3,hard,R Nadal,usopen,4
766,1,2011,second round,2,2.0,18.0,C Berlocq,0,3,hard,N Djokovic,usopen,4
1449,2,2011,second round,2,11.0,19.0,P Starace,0,3,hard,N Davydenko,usopen,4
1995,3,2011,second round,2,22.0,26.0,F Cipolla,2,3,hard,A Dolgopolov,usopen,4
2531,4,2011,second round,2,18.0,21.0,R Gasquet,1,3,hard,I Karlovic,usopen,4
2942,5,2011,second round,2,5.0,19.0,F Fognini,0,3,hard,T Berdych,usopen,4
3343,6,2011,second round,2,12.0,21.0,P Petzschner,1,3,hard,J Tipsarevic,usopen,4
3736,7,2011,second round,2,12.0,19.0,M Kukushkin,0,3,hard,M Granollers,usopen,4
4134,8,2011,second round,2,28.0,30.0,G Monfils,2,3,hard,JC Ferrero,usopen,4
4432,9,2011,second round,2,7.0,18.0,D Sela,0,3,hard,R Federer,usopen,4
4720,10,2011,second round,2,3.0,18.0,B Tomic,0,3,hard,M Cilic,usopen,4
5012,11,2011,second round,2,5.0,14.0,R Stepanek,0,3,hard,J Monaco,usopen,4
5300,12,2011,second round,2,12.0,20.0,A Falla,0,3,hard,T Haas,usopen,4
5591,13,2011,second round,2,10.0,19.0,S Bubka,0,3,hard,JW Tsonga,usopen,4
5876,14,2011,second round,2,8.0,18.0,M Ilhan,0,3,hard,F Verdasco,usopen,4
6156,15,2011,second round,2,5.0,18.0,M Llodra,0,3,hard,K Anderson,usopen,4
6436,16,2011,second round,2,8.0,18.0,M Jaziri,0,3,hard,M Fish,usopen,4
6628,17,2011,second round,2,12.0,19.0,R Dutra da Silva,0,3,hard,A Bogomolov Jr,usopen,4
6809,18,2011,second round,2,11.0,18.0,R Ginepri,0,3,hard,J Isner,usopen,4
6988,19,2011,second round,2,8.0,19.0,D Junqueira,0,3,hard,JM del Potro,usopen,4
7167,20,2011,second round,2,19.0,25.0,G GarciaLopez,1,3,hard,G Simon,usopen,4
7346,21,2011,second round,2,27.0,25.0,S Wawrinka,2,3,hard,D Young,usopen,4
7522,22,2011,second round,2,10.0,18.0,S Darcis,0,3,hard,JI Chela,usopen,4
7698,23,2011,second round,2,23.0,25.0,V Pospisil,1,3,hard,F Lopez,usopen,4
7873,24,2011,second round,2,19.0,26.0,R Haase,2,3,hard,A Murray,usopen,4
8049,25,2011,second round,2,11.0,18.0,J Blake,0,3,hard,D Ferrer,usopen,4
8220,26,2011,second round,2,9.0,19.0,JR Lisnard,0,3,hard,F Mayer,usopen,4
8389,27,2011,second round,2,10.0,18.0,J Sock,0,3,hard,A Roddick,usopen,4
8551,28,2011,second round,2,12.0,18.0,D Istomin,0,3,hard,J Benneteau,usopen,4
8713,29,2011,second round,2,22.0,23.0,E Gulbis,1,3,hard,G Muller,usopen,4
8880,30,2011,second round,2,23.0,23.0,J Melzer,2,3,hard,I Kunitsyn,usopen,4
9047,31,2011,second round,2,15.0,19.0,I Ljubicic,1,3,hard,D Nalbandian,usopen,4
9213,32,2011,second round,2,4.0,12.0,N Mahut,0,2,hard,R Nadal,usopen,4
768,1,2011,third round,3,9.0,18.0,N Davydenko,0,3,hard,N Djokovic,usopen,4
1451,2,2011,third round,3,17.0,24.0,I Karlovic,1,3,hard,A Dolgopolov,usopen,4
1996,3,2011,third round,3,4.0,11.0,T Berdych,0,2,hard,J Tipsarevic,usopen,4
2532,4,2011,third round,3,4.0,10.0,M Granollers,0,2,hard,JC Ferrero,usopen,4
2943,5,2011,third round,3,15.0,22.0,M Cilic,1,3,hard,R Federer,usopen,4
3344,6,2011,third round,3,15.0,24.0,T Haas,1,3,hard,J Monaco,usopen,4
3737,7,2011,third round,3,12.0,19.0,F Verdasco,0,3,hard,JW Tsonga,usopen,4
4135,8,2011,third round,3,16.0,20.0,K Anderson,0,3,hard,M Fish,usopen,4
4433,9,2011,third round,3,14.0,19.0,A Bogomolov Jr,0,3,hard,J Isner,usopen,4
4721,10,2011,third round,3,20.0,24.0,JM del Potro,1,3,hard,G Simon,usopen,4
5013,11,2011,third round,3,12.0,19.0,JI Chela,0,3,hard,D Young,usopen,4
5301,12,2011,third round,3,7.0,18.0,F Lopez,0,3,hard,A Murray,usopen,4
5592,13,2011,third round,3,9.0,19.0,F Mayer,0,3,hard,D Ferrer,usopen,4
5877,14,2011,third round,3,11.0,19.0,J Benneteau,0,3,hard,A Roddick,usopen,4
6157,15,2011,third round,3,9.0,18.0,I Kunitsyn,0,3,hard,G Muller,usopen,4
6437,16,2011,third round,3,12.0,20.0,D Nalbandian,0,3,hard,R Nadal,usopen,4
764,1,2011,fourth round,4,12.0,19.0,A Dolgopolov,0,3,hard,N Djokovic,usopen,4
1447,2,2011,fourth round,4,19.0,26.0,JC Ferrero,1,3,hard,J Tipsarevic,usopen,4
1993,3,2011,fourth round,4,3.0,18.0,J Monaco,0,3,hard,R Federer,usopen,4
2529,4,2011,fourth round,4,23.0,27.0,M Fish,2,3,hard,JW Tsonga,usopen,4
2941,5,2011,fourth round,4,24.0,24.0,G Simon,1,3,hard,J Isner,usopen,4
3342,6,2011,fourth round,4,8.0,18.0,D Young,0,3,hard,A Murray,usopen,4
3735,7,2011,fourth round,4,16.0,21.0,D Ferrer,1,3,hard,A Roddick,usopen,4
4133,8,2011,fourth round,4,9.0,19.0,G Muller,0,3,hard,R Nadal,usopen,4
765,1,2011,quarterfinals,5,13.0,22.0,Janko Tipsarevic,1,3,hard,Novak Djokovic,usopen,4
1448,2,2011,quarterfinals,5,10.0,18.0,JoWilfried Tsonga,0,3,hard,Roger Federer,usopen,4
1994,3,2011,quarterfinals,5,21.0,23.0,John Isner,1,3,hard,Andy Murray,usopen,4
2530,4,2011,quarterfinals,5,6.0,18.0,Andy Roddick,0,3,hard,Rafael Nadal,usopen,4
767,1,2011,semifinals,6,23.0,29.0,Roger Federer,2,3,hard,Novak Djokovic,usopen,4
1450,2,2011,semifinals,6,14.0,21.0,Andy Murray,1,3,hard,Rafael Nadal,usopen,4
762,1,2011,final,7,14.0,24.0,Rafael Nadal,1,3,hard,Novak Djokovic,usopen,4
770,1,2012,first round,1,9.0,18.0,D Young,0,3,hard,R Federer,usopen,4
1452,2,2012,first round,1,18.0,23.0,M Authom,1,3,hard,B Phau,usopen,4
1997,3,2012,first round,1,16.0,25.0,R Ginepri,1,3,hard,A Ramos,usopen,4
2533,4,2012,first round,1,7.0,18.0,R Machado,0,3,hard,F Verdasco,usopen,4
2944,5,2012,first round,1,15.0,20.0,G Soeda,0,3,hard,M Fish,usopen,4
3345,6,2012,first round,1,17.0,22.0,G Pella,1,3,hard,N Davydenko,usopen,4
3738,7,2012,first round,1,18.0,25.0,I Karlovic,1,3,hard,J Wang,usopen,4
4136,8,2012,first round,1,24.0,27.0,M Russell,2,3,hard,G Simon,usopen,4
4434,9,2012,first round,1,18.0,24.0,R Stepanek,1,3,hard,N Almagro,usopen,4
4722,10,2012,first round,1,27.0,25.0,N Mahut,2,3,hard,P Petzschner,usopen,4
5014,11,2012,first round,1,19.0,22.0,B Kavcic,1,3,hard,F Cipolla,usopen,4
5302,12,2012,first round,1,7.0,15.0,F Mayer,0,3,hard,J Sock,usopen,4
5593,13,2012,first round,1,20.0,25.0,Yh Lu,1,3,hard,S Querrey,usopen,4
5878,14,2012,first round,1,15.0,21.0,S Devvarman,1,3,hard,R Ramirez Hidalgo,usopen,4
6158,15,2012,first round,1,17.0,22.0,D Istomin,1,3,hard,J Zopp,usopen,4
6438,16,2012,first round,1,11.0,19.0,D Goffin,0,3,hard,T Berdych,usopen,4
6629,17,2012,first round,1,7.0,18.0,A Bogomolov Jr,0,3,hard,A Murray,usopen,4
6810,18,2012,first round,1,3.0,18.0,H Moriya,0,3,hard,I Dodig,usopen,4
6989,19,2012,first round,1,23.0,24.0,T Bellucci,1,3,hard,P Andujar,usopen,4
7168,20,2012,first round,1,10.0,19.0,R Haase,0,3,hard,F Lopez,usopen,4
7347,21,2012,first round,1,18.0,23.0,D Kudla,1,3,hard,M Granollers,usopen,4
7523,22,2012,first round,1,16.0,22.0,L Lacko,1,3,hard,J Blake,usopen,4
7699,23,2012,first round,1,25.0,26.0,I Andreev,2,3,hard,PH Mathieu,usopen,4
7874,24,2012,first round,1,23.0,25.0,S Giraldo,2,3,hard,M Raonic,usopen,4
8050,25,2012,first round,1,23.0,25.0,M Matosevic,2,3,hard,M Cilic,usopen,4
8221,26,2012,first round,1,16.0,20.0,A Ungur,0,3,hard,D Brands,usopen,4
8390,27,2012,first round,1,22.0,23.0,B Reynolds,2,3,hard,T Smyczek,usopen,4
8552,28,2012,first round,1,7.0,18.0,G Andreozzi,0,3,hard,K Nishikori,usopen,4
8714,29,2012,first round,1,10.0,18.0,F Volandri,0,3,hard,J Chardy,usopen,4
8881,30,2012,first round,1,11.0,19.0,T Ito,0,3,hard,M Ebden,usopen,4
9048,31,2012,first round,1,7.0,18.0,A Falla,0,3,hard,M Klizan,usopen,4
9214,32,2012,first round,1,10.0,19.0,K Beck,0,3,hard,JW Tsonga,usopen,4
9298,33,2012,first round,1,19.0,25.0,G Rufin,2,3,hard,J Tipsarevic,usopen,4
9375,34,2012,first round,1,9.0,18.0,J Hajek,0,3,hard,B Baker,usopen,4
9452,35,2012,first round,1,16.0,21.0,R Mello,0,3,hard,G Zemlja,usopen,4
9527,36,2012,first round,1,16.0,21.0,V Troicki,1,3,hard,CM Stebe,usopen,4
9601,37,2012,first round,1,19.0,24.0,M Llodra,1,3,hard,P Kohlschreiber,usopen,4
9677,38,2012,first round,1,18.0,24.0,G Dimitrov,1,3,hard,B Paire,usopen,4
9747,39,2012,first round,1,2.0,12.0,M Kukushkin,0,2,hard,J Nieminen,usopen,4
9820,40,2012,first round,1,22.0,25.0,X Malisse,1,3,hard,J Isner,usopen,4
9891,41,2012,first round,1,14.0,22.0,A Montanes,1,3,hard,R Gasquet,usopen,4
9959,42,2012,first round,1,25.0,28.0,J Melzer,2,3,hard,B Klahn,usopen,4
10027,43,2012,first round,1,12.0,19.0,R Ram,0,3,hard,S Johnson,usopen,4
10096,44,2012,first round,1,24.0,26.0,T Haas,2,3,hard,E Gulbis,usopen,4
10165,45,2012,first round,1,29.0,26.0,M Youzhny,2,3,hard,G Muller,usopen,4
10235,46,2012,first round,1,13.0,22.0,T Kamke,1,3,hard,L Hewitt,usopen,4
10304,47,2012,first round,1,12.0,19.0,D Gimeno Traver,0,3,hard,I Sijsling,usopen,4
